job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity
2568,Data Analyst,Healthcare,Japan,2022,39.3,44.9,60.97,138931.2,122129.91,-12.09,8.03,92.22,68.16,1,Medium,50.135,12.09,37.638,26.786879999999996
2569,Mechanical Engineer,Transportation,UK,2026,58.95,70.39,7.52,81431.11,86777.11,6.57,-8.13,82.61,96.63,4,Medium,33.235,6.57,27.807000000000002,56.963384999999995
2570,Truck Driver,Transportation,Germany,2020,56.82,63.33,91.71,111999.05,118614.7,5.91,-9.09,97.3,98.76,3,Medium,74.265,5.91,52.014,56.115432
2571,HR Manager,Manufacturing,Singapore,2020,54.97,63.47,20.03,59529.43,57540.83,-3.34,-7.99,63.06,60.38,5,Medium,37.5,3.34,28.999,33.190886
2572,Mechanical Engineer,Retail,Australia,2023,30.44,35.56,91.51,77048.17,90591.9,17.58,-0.7,69.67,38.23,4,Medium,60.975,17.58,44.903000000000006,11.637212
2573,Truck Driver,Transportation,Singapore,2022,54.0,50.71,23.54,84976.6,94427.27,11.12,13.57,80.1,37.47,1,Medium,38.769999999999996,11.12,31.997999999999998,20.2338
2574,HR Manager,Energy,Germany,2022,63.52,50.99,47.7,125268.53,119623.07,-4.51,27.6,68.02,90.69,1,High,55.61,4.51,41.071000000000005,57.606288000000006
2575,HR Manager,Energy,Singapore,2021,49.65,55.6,98.07,114668.18,108870.32,-5.06,5.8,43.7,56.54,5,Medium,73.86,5.06,50.79899999999999,28.07211
2576,Accountant,Manufacturing,India,2024,65.8,64.18,96.01,62615.25,59410.17,-5.12,20.46,53.74,80.25,5,High,80.905,5.12,56.659000000000006,52.8045
2577,Mechanical Engineer,Healthcare,Brazil,2020,30.74,25.78,52.03,93455.35,94627.2,1.25,-1.08,71.32,98.58,1,Medium,41.385,1.25,28.28,30.303491999999995
2578,Teacher,Finance,Australia,2022,75.98,82.44,52.18,49382.87,55913.28,13.22,-12.99,75.27,63.54,5,High,64.08,13.22,50.01200000000001,48.27769200000001
2579,Data Analyst,Technology,Brazil,2021,49.99,48.57,72.76,47248.95,45799.48,-3.07,1.93,90.18,7.6,3,Medium,61.375,3.07,42.745,3.7992399999999997
2580,Financial Analyst,Manufacturing,UK,2026,66.11,59.06,46.84,139914.79,120886.82,-13.6,9.03,35.57,92.04,5,High,56.475,13.6,44.576,60.847644
2581,Teacher,Manufacturing,Canada,2026,39.9,41.29,45.99,75412.57,80770.06,7.1,-5.56,74.64,27.49,2,Medium,42.945,7.1,31.887,10.968509999999998
2582,Mechanical Engineer,Education,Singapore,2021,65.23,74.48,92.07,49345.49,53201.49,7.81,0.75,27.87,0.35,5,High,78.65,7.81,56.056,0.228305
2583,Customer Support Rep,Technology,USA,2026,85.96,79.99,41.45,83560.08,79939.56,-4.33,14.31,90.31,61.69,1,High,63.705,4.33,48.118,53.02872399999999
2584,Financial Analyst,Finance,Brazil,2023,46.91,43.64,24.37,104887.01,113928.88,8.62,3.88,54.25,51.18,4,Medium,35.64,8.62,28.660999999999998,24.008537999999998
2585,Software Engineer,Healthcare,Canada,2022,29.17,32.55,42.48,62321.04,64050.32,2.77,15.37,63.24,61.08,1,Low,35.825,2.77,25.243,17.817036
2586,Customer Support Rep,Manufacturing,USA,2022,75.32,69.69,3.38,127271.18,132251.11,3.91,-1.55,17.41,37.53,1,High,39.349999999999994,3.91,32.315,28.267595999999998
2587,Teacher,Transportation,UK,2026,14.41,14.54,65.31,50571.98,53751.59,6.29,3.12,49.82,80.25,3,Low,39.86,6.29,27.244,11.564024999999999
2588,Data Analyst,Finance,India,2024,64.9,77.22,89.83,68088.64,67186.97,-1.32,5.85,30.93,96.23,4,High,77.36500000000001,1.32,53.30500000000001,62.45327000000001
2589,Software Engineer,Technology,Brazil,2024,35.05,33.62,83.99,40480.85,33084.21,-18.27,-7.21,41.49,30.77,2,Medium,59.519999999999996,18.27,44.698,10.784885
2590,Data Analyst,Transportation,Germany,2026,14.71,12.78,64.04,140327.38,113650.1,-19.01,5.83,24.32,83.01,5,Low,39.375,19.01,30.799,12.210771000000001
2591,HR Manager,Education,Singapore,2024,78.0,73.3,29.1,102179.15,99682.74,-2.44,20.08,66.71,71.65,1,High,53.55,2.44,40.662000000000006,55.88700000000001
2592,HR Manager,Retail,Japan,2021,77.24,66.89,99.74,77058.8,81195.51,5.37,21.55,53.8,69.81,1,High,88.49,5.37,62.428999999999995,53.921243999999994
2593,HR Manager,Energy,Singapore,2022,37.7,32.06,48.89,92629.9,88271.3,-4.71,-9.13,23.94,53.58,4,Medium,43.295,4.71,31.16,20.19966
2594,Data Analyst,Manufacturing,Singapore,2024,21.53,21.44,22.46,36453.02,38704.43,6.18,17.22,40.67,4.75,3,Low,21.995,6.18,17.204,1.0226750000000002
2595,Truck Driver,Retail,Brazil,2024,85.59,74.29,93.07,87431.45,98212.08,12.33,-3.14,88.92,37.07,2,High,89.33,12.33,65.856,31.728213
2596,Teacher,Technology,Japan,2025,38.51,37.48,92.23,113107.68,104937.91,-7.22,-0.79,30.73,26.36,4,Medium,65.37,7.22,45.239,10.151235999999999
2597,Mechanical Engineer,Finance,Japan,2021,26.11,27.77,11.59,76483.02,65352.53,-14.55,13.7,15.87,8.18,5,Low,18.85,14.55,18.286,2.135798
2598,Software Engineer,Transportation,Germany,2023,8.82,10.0,65.79,37742.69,32050.81,-15.08,-2.42,62.02,52.28,3,Low,37.30500000000001,15.08,27.789,4.611096
2599,Truck Driver,Finance,Canada,2022,58.68,54.33,13.78,119085.17,129201.71,8.5,-3.67,14.92,63.12,2,Medium,36.23,8.5,30.156000000000002,37.038816
2600,Data Analyst,Finance,Brazil,2021,24.56,27.2,86.33,73778.53,66193.81,-10.28,5.69,47.52,36.08,2,Low,55.445,10.28,38.807,8.861248
2601,Truck Driver,Manufacturing,India,2021,37.82,43.79,14.81,106288.72,100500.53,-5.45,9.93,83.57,27.66,4,Medium,26.315,5.45,21.206,10.461012
2602,Marketing Specialist,Energy,Brazil,2025,74.57,80.8,78.53,40203.89,45193.06,12.41,8.2,87.54,2.86,5,High,76.55,12.41,57.11,2.1327019999999997
2603,Customer Support Rep,Technology,Japan,2022,90.74,74.17,61.45,113206.5,107280.68,-5.23,17.93,19.64,76.27,4,High,76.095,5.23,56.3,69.207398
2604,HR Manager,Education,UK,2020,69.44,71.87,16.12,31826.7,33274.95,4.55,23.22,68.57,81.32,3,High,42.78,4.55,33.977000000000004,56.468607999999996
2605,Marketing Specialist,Transportation,USA,2022,40.4,34.33,94.0,95431.46,101513.62,6.37,6.7,93.84,57.21,2,Medium,67.2,6.37,46.271,23.112840000000002
2606,Financial Analyst,Energy,Brazil,2023,30.83,36.96,68.08,79012.4,62837.24,-20.47,19.55,89.95,48.25,3,Medium,49.455,20.47,38.897,14.875475
2607,Customer Support Rep,Education,Japan,2025,82.65,93.89,82.43,116662.63,112826.41,-3.29,15.35,20.32,84.25,4,High,82.54,3.29,58.776,69.632625
2608,Financial Analyst,Finance,India,2023,44.87,38.18,11.53,49109.09,53214.46,8.36,14.95,28.34,84.69,1,Medium,28.2,8.36,23.915,38.000403
2609,Teacher,Healthcare,USA,2021,29.69,33.17,48.88,117785.84,99651.23,-15.4,-6.95,85.72,3.53,5,Low,39.285000000000004,15.4,31.16,1.048057
2610,Data Analyst,Healthcare,Germany,2023,68.23,72.28,43.25,105366.54,105782.34,0.39,-5.59,98.66,23.53,1,High,55.74,0.39,40.384,16.054519000000003
2611,Software Engineer,Transportation,Japan,2021,50.56,49.24,65.25,54586.47,56731.21,3.93,4.76,27.58,63.64,5,Medium,57.905,3.93,40.97800000000001,32.176384000000006
2612,Truck Driver,Healthcare,Brazil,2023,65.29,66.99,61.51,90268.56,86666.59,-3.99,9.0,47.19,77.05,4,High,63.400000000000006,3.99,45.766000000000005,50.305945
2613,Software Engineer,Retail,India,2023,68.6,80.98,89.94,49004.87,42234.6,-13.82,-11.12,51.39,65.62,3,High,79.27,13.82,58.568,45.01532
2614,HR Manager,Education,Australia,2024,28.26,22.87,14.12,82813.91,90667.48,9.48,-2.82,19.6,91.75,2,Low,21.19,9.48,18.384000000000004,25.92855
2615,Accountant,Retail,Brazil,2025,72.67,84.56,73.96,42840.0,38281.62,-10.64,3.21,98.89,33.3,2,High,73.315,10.64,54.448,24.19911
2616,Marketing Specialist,Education,Brazil,2024,50.97,56.67,92.06,120665.73,115970.2,-3.89,24.96,64.49,9.42,3,Medium,71.515,3.89,49.173,4.801374
2617,Truck Driver,Energy,Germany,2022,86.87,88.4,4.01,140388.26,155875.52,11.03,4.68,87.12,81.58,2,High,45.440000000000005,11.03,39.260000000000005,70.86854600000001
2618,Accountant,Energy,USA,2022,14.3,12.85,87.55,137878.93,106550.88,-22.72,-10.89,25.76,96.84,4,Low,50.925,22.72,38.801,13.848120000000002
2619,Accountant,Healthcare,Japan,2020,24.92,21.84,66.07,59141.32,59153.84,0.02,2.85,53.93,16.34,1,Low,45.495,0.02,29.795,4.071928000000001
2620,HR Manager,Manufacturing,Germany,2025,44.62,43.04,89.03,31110.47,31307.04,0.63,7.42,23.67,4.68,1,Medium,66.825,0.63,44.746,2.088216
2621,Financial Analyst,Energy,Australia,2020,47.67,42.61,30.12,59415.86,63681.51,7.18,25.14,17.02,52.65,1,Medium,38.895,7.18,30.258,25.098254999999998
2622,Marketing Specialist,Energy,UK,2020,65.38,54.43,88.97,99396.8,105569.31,6.21,32.43,12.13,93.96,3,High,77.175,6.21,54.706,61.43104799999999
2623,Financial Analyst,Manufacturing,Australia,2025,55.08,46.08,2.1,36094.04,41684.71,15.49,19.86,54.97,30.68,1,Medium,28.59,15.49,27.308999999999997,16.898544
2624,Customer Support Rep,Retail,Canada,2026,62.22,62.63,1.94,63896.31,68393.3,7.04,1.32,64.27,45.31,4,High,32.08,7.04,27.582,28.191882
2625,Marketing Specialist,Retail,Australia,2024,25.58,28.02,90.41,58237.01,61403.98,5.44,-4.0,97.93,75.0,4,Low,57.995,5.44,38.986999999999995,19.185
2626,HR Manager,Manufacturing,India,2024,29.92,28.96,38.43,132251.4,138418.57,4.66,19.22,34.75,93.8,2,Low,34.175,4.66,24.895,28.06496
2627,Data Analyst,Manufacturing,Canada,2021,45.73,54.34,58.01,128543.13,121545.23,-5.44,15.48,96.76,2.19,3,Medium,51.87,5.44,37.32699999999999,1.001487
2628,Marketing Specialist,Finance,UK,2026,63.81,75.69,33.89,107773.27,124292.58,15.33,8.65,87.96,60.3,5,High,48.85,15.33,40.290000000000006,38.47743
2629,Marketing Specialist,Transportation,Australia,2024,67.11,62.07,22.86,81680.12,73530.44,-9.98,10.67,71.23,39.41,5,High,44.985,9.98,36.696,26.448050999999996
2630,Marketing Specialist,Retail,Japan,2021,65.69,53.52,66.8,107978.68,109326.02,1.25,7.58,81.67,90.46,2,High,66.245,1.25,46.691,59.42317399999999
2631,Software Engineer,Manufacturing,Germany,2020,47.25,43.29,86.98,119709.37,139920.05,16.88,-1.06,88.09,97.57,5,Medium,67.11500000000001,16.88,50.058,46.101825
2632,Accountant,Healthcare,UK,2023,76.66,71.31,42.17,43144.39,45271.19,4.93,1.75,42.48,62.06,1,High,59.415,4.93,44.794,47.575196
2633,Mechanical Engineer,Finance,USA,2021,56.62,63.0,18.28,66577.58,52727.56,-20.8,-2.95,98.46,83.49,5,Medium,37.45,20.8,34.372,47.272037999999995
2634,Truck Driver,Transportation,Japan,2022,58.58,67.46,34.77,124299.4,133088.69,7.07,-2.17,51.08,10.75,3,Medium,46.675,7.07,35.984,6.29735
2635,Financial Analyst,Finance,Germany,2024,29.13,27.99,74.93,38757.93,43673.82,12.68,14.37,68.85,76.07,4,Low,52.03,12.68,37.935,22.159190999999996
2636,Teacher,Transportation,Japan,2022,22.47,23.25,94.11,103294.11,118348.59,14.57,11.86,39.99,70.05,3,Low,58.29,14.57,41.592000000000006,15.740234999999998
2637,Financial Analyst,Education,Brazil,2020,74.14,59.63,87.01,56234.2,62762.72,11.61,3.55,84.15,89.19,5,High,80.575,11.61,59.242,66.125466
2638,Customer Support Rep,Healthcare,Canada,2025,90.83,88.91,65.64,76857.41,70100.6,-8.79,-14.19,76.88,50.14,2,High,78.235,8.79,58.661,45.542162
2639,Teacher,Energy,Japan,2025,66.98,73.55,2.05,105628.58,89309.92,-15.45,-17.59,83.65,54.76,3,High,34.515,15.45,32.042,36.678247999999996
2640,Data Analyst,Transportation,Australia,2021,61.99,67.27,55.28,120544.56,119066.02,-1.23,-3.19,31.19,98.43,1,High,58.635000000000005,1.23,41.749,61.016757000000005
2641,Mechanical Engineer,Energy,Australia,2025,47.96,51.08,27.88,68615.63,77213.6,12.53,-5.37,52.63,51.77,4,Medium,37.92,12.53,31.307000000000002,24.828892
2642,Customer Support Rep,Manufacturing,Singapore,2022,66.44,73.58,9.04,123224.87,146523.36,18.91,12.07,39.48,40.94,2,High,37.739999999999995,18.91,34.961,27.200535999999996
2643,Software Engineer,Manufacturing,Japan,2022,16.18,19.28,49.7,149529.23,126802.76,-15.2,4.45,55.67,3.96,5,Low,32.94,15.2,25.942,0.640728
2644,Customer Support Rep,Technology,Canada,2022,88.33,99.59,72.58,103179.21,112557.05,9.09,-2.21,62.33,97.59,1,High,80.455,9.09,59.83299999999999,86.20124700000001
2645,Mechanical Engineer,Retail,Brazil,2020,67.95,81.5,58.83,54545.27,64672.55,18.57,5.32,79.69,0.05,5,High,63.39,18.57,50.4,0.033975000000000005
2646,HR Manager,Technology,Canada,2025,45.35,40.55,87.49,48348.65,42480.52,-12.14,13.64,42.09,94.06,4,Medium,66.42,12.14,48.029,42.65621
2647,Teacher,Technology,Canada,2022,26.83,22.48,6.93,90553.81,77987.18,-13.88,16.39,72.12,6.1,1,Low,16.88,13.88,16.975,1.6366299999999998
2648,Marketing Specialist,Technology,Japan,2024,70.01,78.88,98.55,142380.6,125667.71,-11.74,-11.76,77.14,13.41,4,High,84.28,11.74,61.091,9.388341
2649,Truck Driver,Healthcare,Japan,2025,46.98,39.81,45.49,96240.51,88974.03,-7.55,23.97,15.37,47.22,5,Medium,46.235,7.55,34.704,22.183956
2650,Data Analyst,Technology,Australia,2020,36.17,41.31,73.23,39516.3,36915.69,-6.58,-5.17,20.48,45.69,5,Medium,54.7,6.58,38.411,16.526073
2651,Accountant,Healthcare,UK,2020,78.9,79.36,74.19,111952.54,107410.21,-4.06,9.99,77.84,88.14,4,High,76.545,4.06,55.035,69.54246
2652,Data Analyst,Technology,Japan,2025,12.01,11.27,97.01,123694.54,129904.03,5.02,-12.07,46.39,49.0,1,Low,54.510000000000005,5.02,35.413000000000004,5.8849
2653,Mechanical Engineer,Finance,Brazil,2022,34.86,31.78,67.48,123425.02,116588.08,-5.54,12.29,48.46,90.14,2,Medium,51.17,5.54,35.85,31.422804
2654,Marketing Specialist,Technology,Australia,2026,41.82,36.75,15.99,86758.05,89942.48,3.67,7.8,77.3,89.54,3,Medium,28.905,3.67,22.626,37.445628
2655,Accountant,Education,Brazil,2020,15.34,17.98,39.64,140593.71,143430.68,2.02,1.02,76.21,99.69,4,Low,27.490000000000002,2.02,18.634,15.292446
2656,Teacher,Technology,India,2021,63.82,60.82,55.72,73986.11,69394.97,-6.21,-2.5,29.98,54.88,5,High,59.769999999999996,6.21,44.107,35.024416
2657,Accountant,Retail,India,2021,73.43,85.55,5.48,39587.93,36357.46,-8.16,-3.49,18.54,38.85,4,High,39.455000000000005,8.16,33.464000000000006,28.527555000000003
2658,Software Engineer,Retail,Germany,2025,41.14,42.43,54.34,70640.63,76706.28,8.59,10.43,41.16,8.55,5,Medium,47.74,8.59,35.334999999999994,3.5174700000000003
2659,Teacher,Healthcare,USA,2022,30.74,26.28,46.74,48712.22,41391.74,-15.03,3.0,76.49,2.76,3,Medium,38.74,15.03,30.826999999999998,0.8484239999999998
2660,Financial Analyst,Education,India,2022,48.83,42.38,0.1,134304.01,125179.13,-6.79,7.91,69.77,61.16,4,Medium,24.465,6.79,21.599,29.864427999999997
2661,Marketing Specialist,Finance,Japan,2020,43.13,41.74,88.71,59417.76,49611.73,-16.5,-4.82,79.41,91.65,1,Medium,65.92,16.5,48.815,39.528645000000004
2662,Data Analyst,Healthcare,India,2021,59.48,66.57,98.68,113657.35,117505.72,3.39,6.94,89.55,84.2,3,Medium,79.08,3.39,54.413000000000004,50.08216
2663,Marketing Specialist,Technology,UK,2026,76.21,77.34,0.69,31326.53,24311.51,-22.39,20.44,50.61,40.04,1,High,38.449999999999996,22.39,37.408,30.514483999999996
2664,Customer Support Rep,Education,Japan,2020,89.24,84.21,85.62,138343.78,96906.12,-29.95,4.72,78.49,70.8,2,High,87.43,29.95,70.36699999999999,63.18191999999999
2665,HR Manager,Manufacturing,UK,2022,33.0,27.75,26.49,45723.42,41005.56,-10.32,-3.89,67.39,95.45,1,Medium,29.744999999999997,10.32,24.243,31.4985
2666,Teacher,Retail,UK,2022,58.0,67.9,78.41,117345.31,96907.09,-17.42,-3.54,86.16,90.54,2,Medium,68.205,17.42,51.949,52.513200000000005
2667,Marketing Specialist,Education,Singapore,2021,41.63,33.46,79.25,64208.26,76921.16,19.8,6.86,92.32,54.12,2,Medium,60.44,19.8,46.367,22.530156
2668,HR Manager,Manufacturing,UK,2022,45.22,41.44,30.52,125585.05,110181.28,-12.27,3.14,18.51,47.29,3,Medium,37.87,12.27,30.925,21.384538
2669,Truck Driver,Retail,India,2023,57.55,61.08,47.11,47217.08,51503.74,9.08,5.17,24.35,68.98,3,Medium,52.33,9.08,39.876999999999995,39.69799
2670,Marketing Specialist,Education,Australia,2026,51.57,56.7,15.06,142992.64,157974.0,10.48,8.65,32.19,73.94,5,Medium,33.315,10.48,28.29,38.130857999999996
2671,Truck Driver,Healthcare,USA,2026,79.67,76.4,38.4,108935.55,111656.07,2.5,0.69,13.86,19.06,5,High,59.035,2.5,44.138000000000005,15.185101999999999
2672,Teacher,Healthcare,Brazil,2024,56.49,47.41,97.18,134207.55,149520.13,11.41,9.52,89.88,25.95,2,Medium,76.83500000000001,11.41,55.173,14.659155
2673,Teacher,Education,Canada,2021,69.46,60.98,41.33,96991.16,104723.8,7.97,-10.39,42.16,77.5,3,High,55.394999999999996,7.97,42.574,53.8315
2674,Financial Analyst,Retail,India,2024,55.62,49.71,14.59,105485.64,92268.29,-12.53,3.13,39.37,30.3,2,Medium,35.105,12.53,30.384,16.85286
2675,HR Manager,Manufacturing,Japan,2022,17.57,17.9,76.36,99056.03,97584.5,-1.49,6.3,49.21,60.94,1,Low,46.965,1.49,30.383,10.707158
2676,Data Analyst,Healthcare,Japan,2021,47.32,51.03,72.9,108171.58,111206.6,2.81,-0.83,75.23,99.35,4,Medium,60.11,2.81,41.641000000000005,47.01242
2677,Marketing Specialist,Education,Australia,2024,58.54,62.91,51.48,134150.75,124542.95,-7.16,6.91,75.41,70.86,4,Medium,55.01,7.16,41.008,41.481444
2678,Marketing Specialist,Technology,Australia,2025,64.29,54.63,65.37,65486.87,60357.22,-7.83,12.85,71.56,29.5,1,High,64.83000000000001,7.83,47.676,18.965550000000004
2679,Mechanical Engineer,Technology,UK,2023,10.63,11.2,11.33,109114.98,116658.71,6.91,-0.9,41.82,90.05,4,Low,10.98,6.91,9.724,9.572315000000001
2680,Mechanical Engineer,Education,India,2021,65.12,54.03,40.71,70478.14,67444.66,-4.3,18.68,71.61,60.24,3,High,52.915000000000006,4.3,39.551,39.228288
2681,HR Manager,Healthcare,Japan,2024,78.29,92.01,42.77,116829.39,114627.3,-1.88,0.89,38.82,43.44,2,High,60.53,1.88,44.711000000000006,34.009176000000004
2682,Software Engineer,Energy,Japan,2024,11.85,11.83,66.32,89683.67,85115.68,-5.09,6.95,88.84,93.91,5,Low,39.084999999999994,5.09,26.162999999999997,11.128335
2683,Teacher,Transportation,Japan,2026,53.25,61.38,13.14,125693.87,122779.31,-2.32,-4.6,39.14,58.56,2,Medium,33.195,2.32,25.938000000000002,31.183200000000003
2684,HR Manager,Education,Australia,2023,31.11,32.81,36.74,133294.85,116874.67,-12.32,10.79,40.25,84.74,4,Medium,33.925,12.32,27.162,26.362613999999997
2685,HR Manager,Technology,Germany,2026,37.05,37.58,64.89,71737.16,70132.62,-2.24,-13.62,29.34,28.42,5,Medium,50.97,2.24,34.958999999999996,10.52961
2686,Data Analyst,Transportation,Singapore,2026,5.0,4.61,32.07,145419.98,165193.31,13.6,9.25,14.08,10.65,3,Low,18.535,13.6,15.701,0.5325
2687,Marketing Specialist,Transportation,USA,2021,67.02,70.33,19.1,78575.45,88059.27,12.07,6.36,15.44,59.67,5,High,43.06,12.07,36.159,39.990834
2688,Accountant,Retail,Brazil,2021,60.19,71.7,80.72,63147.28,69365.11,9.85,12.84,75.68,82.01,5,High,70.455,9.85,51.247,49.361819000000004
2689,Accountant,Healthcare,Australia,2026,73.26,61.49,10.48,125568.0,140765.79,12.1,1.26,21.39,67.18,1,High,41.870000000000005,12.1,36.078,49.21606800000001
2690,Data Analyst,Retail,UK,2026,5.0,4.22,35.09,40032.27,36813.93,-8.04,12.98,57.09,18.42,3,Low,20.045,8.04,14.939,0.921
2691,Truck Driver,Transportation,UK,2023,44.69,44.98,73.5,41358.53,43131.68,4.29,2.96,48.62,93.89,1,Medium,59.095,4.29,41.213,41.959441
2692,Accountant,Manufacturing,UK,2022,79.4,80.24,28.8,124893.22,118813.14,-4.87,-1.69,80.64,43.36,3,High,54.1,4.87,41.861000000000004,34.42784
2693,Data Analyst,Healthcare,Germany,2026,14.11,14.96,73.28,45008.55,40928.49,-9.07,-2.25,44.19,76.34,2,Low,43.695,9.07,30.349,10.771574000000001
2694,Teacher,Finance,Germany,2021,59.96,63.86,0.63,47057.2,43605.73,-7.33,-3.9,23.18,41.03,5,Medium,30.295,7.33,26.372,24.601588000000003
2695,Mechanical Engineer,Technology,Japan,2021,15.26,16.79,78.77,98912.0,106997.91,8.17,9.89,58.59,32.33,3,Low,47.015,8.17,32.18599999999999,4.933558
2696,Data Analyst,Energy,Brazil,2025,33.5,33.66,40.06,141581.1,129549.61,-8.5,13.01,62.7,68.87,4,Medium,36.78,8.5,27.968,23.07145
2697,Customer Support Rep,Energy,Singapore,2026,34.81,32.84,90.55,98060.77,94265.3,-3.87,2.1,56.64,54.77,4,Medium,62.68,3.87,42.25,19.065437000000003
2698,Customer Support Rep,Finance,Singapore,2021,48.41,50.93,6.87,47416.76,44063.5,-7.07,5.75,89.28,14.21,3,Medium,27.639999999999997,7.07,23.546,6.879061
2699,Accountant,Transportation,Australia,2022,57.17,54.69,39.98,121786.74,143512.51,17.84,4.96,55.47,59.29,4,Medium,48.575,17.84,40.214,33.896093
2700,Marketing Specialist,Transportation,Brazil,2020,63.25,65.96,61.56,124706.35,122946.24,-1.41,10.14,61.94,8.63,3,High,62.405,1.41,44.191,5.458475000000001
2701,Truck Driver,Technology,Germany,2024,50.12,48.35,83.52,91607.09,100088.12,9.26,4.18,30.19,3.15,2,Medium,66.82,9.26,47.882,1.5787799999999999
2702,Customer Support Rep,Education,Australia,2022,55.34,59.86,45.45,85197.4,75133.96,-11.81,13.17,77.67,15.31,5,Medium,50.395,11.81,39.314,8.472554
2703,Software Engineer,Transportation,India,2025,27.7,29.43,82.84,124983.73,114225.9,-8.61,18.54,21.01,21.68,2,Low,55.27,8.61,38.515,6.00536
2704,Accountant,Energy,Germany,2020,70.54,80.62,95.16,39118.64,47378.98,21.12,10.23,73.96,64.39,2,High,82.85,21.12,63.1,45.420706
2705,HR Manager,Transportation,India,2022,63.9,60.31,17.94,54550.0,53066.24,-2.72,-1.22,66.54,89.45,4,High,40.92,2.72,31.758000000000003,57.158550000000005
2706,Accountant,Transportation,UK,2022,68.77,61.97,13.41,53168.67,53427.52,0.49,9.63,26.43,84.07,3,High,41.089999999999996,0.49,31.677999999999997,57.814938999999995
2707,Teacher,Energy,USA,2022,37.66,43.68,26.07,77186.61,84775.43,9.83,5.12,88.19,57.44,4,Medium,31.865,9.83,25.833999999999996,21.631903999999995
2708,Accountant,Healthcare,Singapore,2025,25.52,24.54,97.56,102932.79,100227.21,-2.63,19.74,57.88,42.9,5,Low,61.54,2.63,40.265,10.94808
2709,Data Analyst,Energy,India,2022,49.2,56.12,50.74,87704.1,78701.85,-10.26,-0.08,94.53,31.61,1,Medium,49.97,10.26,37.980000000000004,15.55212
2710,Teacher,Technology,UK,2022,66.05,71.74,79.09,142412.18,154030.92,8.16,7.53,25.09,62.67,2,High,72.57,8.16,52.595000000000006,41.393535
2711,Marketing Specialist,Transportation,Japan,2020,64.06,58.21,74.08,123417.22,117068.43,-5.14,14.1,71.34,30.43,4,High,69.07,5.14,49.39,19.493458
2712,Teacher,Transportation,USA,2022,61.73,60.82,59.75,79900.8,77012.67,-3.61,1.21,16.98,61.81,4,High,60.739999999999995,3.61,43.7,38.155313
2713,HR Manager,Finance,Japan,2024,69.4,56.1,6.62,84896.04,78944.29,-7.01,9.87,34.45,23.2,3,High,38.010000000000005,7.01,31.849000000000004,16.100800000000003
2714,Truck Driver,Education,Brazil,2022,52.93,47.11,35.26,117425.11,108833.9,-7.32,6.94,67.4,47.71,1,Medium,44.095,7.32,33.946,25.252903
2715,Accountant,Transportation,Brazil,2026,75.42,69.06,72.62,117703.3,120449.17,2.33,3.39,54.21,67.89,4,High,74.02000000000001,2.33,52.653000000000006,51.202638
2716,Data Analyst,Healthcare,USA,2022,10.21,9.22,58.61,68283.27,52249.89,-23.48,4.94,67.65,48.71,5,Low,34.41,23.48,28.711,4.973291000000001
2717,HR Manager,Manufacturing,Brazil,2026,10.32,10.94,42.21,71003.8,70037.46,-1.36,3.02,30.14,93.54,5,Low,26.265,1.36,17.199,9.653328000000002
2718,Truck Driver,Transportation,USA,2023,55.28,45.15,13.88,39483.92,34510.67,-12.6,8.57,54.87,37.01,3,Medium,34.58,12.6,30.056000000000004,20.459128
2719,Software Engineer,Finance,Japan,2023,56.27,52.23,45.83,116554.27,132763.77,13.91,1.84,69.55,41.05,3,Medium,51.05,13.91,40.43000000000001,23.098834999999998
2720,Software Engineer,Education,Canada,2023,35.28,41.87,66.16,138599.43,137640.05,-0.69,-8.26,91.78,32.26,3,Medium,50.72,0.69,34.167,11.381327999999998
2721,HR Manager,Technology,Brazil,2022,77.74,65.21,90.27,83425.45,86626.11,3.84,-3.78,98.0,11.15,2,High,84.005,3.84,59.329,8.668009999999999
2722,HR Manager,Education,Singapore,2020,42.34,36.93,74.5,44167.07,40995.26,-7.18,-1.15,59.73,87.32,4,Medium,58.42,7.18,41.44,36.971288
2723,Mechanical Engineer,Retail,USA,2024,45.78,37.69,56.34,125702.52,133156.06,5.93,-2.52,63.25,54.06,1,Medium,51.06,5.93,36.992999999999995,24.748668000000002
2724,Mechanical Engineer,Technology,Brazil,2025,27.46,25.62,96.59,58875.03,59908.53,1.76,13.76,21.1,46.73,4,Low,62.025000000000006,1.76,40.489,12.832058
2725,Customer Support Rep,Healthcare,India,2024,91.4,88.42,86.34,60771.44,67849.56,11.65,7.4,92.86,48.58,1,High,88.87,11.65,65.95700000000001,44.402120000000004
2726,Accountant,Healthcare,Japan,2023,54.78,43.89,25.32,63445.45,61754.17,-2.67,0.08,38.9,96.88,3,Medium,40.05,2.67,30.309,53.070864
2727,Mechanical Engineer,Energy,Germany,2026,56.8,55.12,98.81,48387.88,58897.69,21.72,1.46,15.0,71.7,5,Medium,77.805,21.72,58.879,40.7256
2728,Marketing Specialist,Energy,USA,2020,16.99,14.55,15.97,141466.78,157134.21,11.07,18.06,59.99,29.28,3,Low,16.48,11.07,14.908,4.974672
